peak_1,peak_2,Magnitude difference,instrument,note_played
"(702, 0.9368005202533347)","(468, 0.8722460362917138)",234.00000890444727,1.0,TpC-ord-A3-pp-N-T10d.wav
"(702, 0.9368005202533347)","(351, 0.5925628775006099)",351.0001688027439,1.0,TpC-ord-A3-pp-N-T10d.wav
"(702, 0.9368005202533347)","(819, 0.516959994819281)",117.00075327136487,1.0,TpC-ord-A3-pp-N-T10d.wav
"(702, 0.9368005202533347)","(700, 0.2523274253661997)",2.1138834919702583,1.0,TpC-ord-A3-pp-N-T10d.wav
"(702, 0.9368005202533347)","(583, 0.2515876112649762)",119.0019727430207,1.0,TpC-ord-A3-pp-N-T10d.wav
"(702, 0.9368005202533347)","(234, 0.17495290728103738)",468.0006200976505,1.0,TpC-ord-A3-pp-N-T10d.wav
"(702, 0.9368005202533347)","(705, 0.15554090240941032)",3.100059126931878,1.0,TpC-ord-A3-pp-N-T10d.wav
"(702, 0.9368005202533347)","(936, 0.11237916712417839)",234.0014522830307,1.0,TpC-ord-A3-pp-N-T10d.wav
"(468, 0.8722460362917138)","(351, 0.5925628775006099)",117.00033428443405,1.0,TpC-ord-A3-pp-N-T10d.wav
"(468, 0.8722460362917138)","(819, 0.516959994819281)",351.0001798121637,1.0,TpC-ord-A3-pp-N-T10d.wav
"(468, 0.8722460362917138)","(700, 0.2523274253661997)",232.00082822930648,1.0,TpC-ord-A3-pp-N-T10d.wav
"(468, 0.8722460362917138)","(583, 0.2515876112649762)",115.00167484380633,1.0,TpC-ord-A3-pp-N-T10d.wav
"(468, 0.8722460362917138)","(234, 0.17495290728103738)",234.00103892441967,1.0,TpC-ord-A3-pp-N-T10d.wav
"(468, 0.8722460362917138)","(705, 0.15554090240941032)",237.00108368159192,1.0,TpC-ord-A3-pp-N-T10d.wav
"(468, 0.8722460362917138)","(936, 0.11237916712417839)",468.00061687743414,1.0,TpC-ord-A3-pp-N-T10d.wav
"(351, 0.5925628775006099)","(819, 0.516959994819281)",468.0000061066195,1.0,TpC-ord-A3-pp-N-T10d.wav
"(351, 0.5925628775006099)","(700, 0.2523274253661997)",349.0001658454662,1.0,TpC-ord-A3-pp-N-T10d.wav
"(351, 0.5925628775006099)","(583, 0.2515876112649762)",232.00025056911508,1.0,TpC-ord-A3-pp-N-T10d.wav
"(351, 0.5925628775006099)","(234, 0.17495290728103738)",117.00074528859732,1.0,TpC-ord-A3-pp-N-T10d.wav
"(351, 0.5925628775006099)","(705, 0.15554090240941032)",354.0002697572513,1.0,TpC-ord-A3-pp-N-T10d.wav
"(351, 0.5925628775006099)","(936, 0.11237916712417839)",585.0001970738093,1.0,TpC-ord-A3-pp-N-T10d.wav
"(819, 0.516959994819281)","(700, 0.2523274253661997)",119.00029424500099,1.0,TpC-ord-A3-pp-N-T10d.wav
"(819, 0.516959994819281)","(583, 0.2515876112649762)",236.00014920016883,1.0,TpC-ord-A3-pp-N-T10d.wav
"(819, 0.516959994819281)","(234, 0.17495290728103738)",585.0000999733658,1.0,TpC-ord-A3-pp-N-T10d.wav
"(819, 0.516959994819281)","(705, 0.15554090240941032)",114.00057290979005,1.0,TpC-ord-A3-pp-N-T10d.wav
"(819, 0.516959994819281)","(936, 0.11237916712417839)",117.0006995092172,1.0,TpC-ord-A3-pp-N-T10d.wav
"(700, 0.2523274253661997)","(583, 0.2515876112649762)",117.000000002339,1.0,TpC-ord-A3-pp-N-T10d.wav
"(700, 0.2523274253661997)","(234, 0.17495290728103738)",466.0000064236223,1.0,TpC-ord-A3-pp-N-T10d.wav
"(700, 0.2523274253661997)","(705, 0.15554090240941032)",5.000936675366533,1.0,TpC-ord-A3-pp-N-T10d.wav
"(700, 0.2523274253661997)","(936, 0.11237916712417839)",236.0000414947315,1.0,TpC-ord-A3-pp-N-T10d.wav
"(583, 0.2515876112649762)","(234, 0.17495290728103738)",349.00000841386503,1.0,TpC-ord-A3-pp-N-T10d.wav
"(583, 0.2515876112649762)","(705, 0.15554090240941032)",122.0000378072494,1.0,TpC-ord-A3-pp-N-T10d.wav
"(583, 0.2515876112649762)","(936, 0.11237916712417839)",353.00002744899456,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.17495290728103738)","(705, 0.15554090240941032)",471.0000004000275,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.17495290728103738)","(936, 0.11237916712417839)",702.0000027887984,1.0,TpC-ord-A3-pp-N-T10d.wav
"(705, 0.15554090240941032)","(936, 0.11237916712417839)",231.00000403232767,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 1.0)","(469, 0.6107159833058529)",118.00064212556495,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 1.0)","(234, 0.5203241093439086)",353.0003259048922,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 1.0)","(352, 0.37955182192800535)",235.0008190537677,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 1.0)","(703, 0.3302298691148026)",116.0019335702135,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 1.0)","(822, 0.31447981868863817)",235.00099986578564,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 1.0)","(580, 0.26549077684684835)",7.038430492581215,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 1.0)","(311, 0.17548749008946932)",276.0012315568157,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 1.0)","(938, 0.1324337967321597)",351.0010721794409,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 1.0)","(118, 0.13139530773305572)",469.0008043427126,1.0,TpC-ord-A3-pp-N-T10d.wav
"(469, 0.6107159833058529)","(234, 0.5203241093439086)",235.00001738444803,1.0,TpC-ord-A3-pp-N-T10d.wav
"(469, 0.6107159833058529)","(352, 0.37955182192800535)",117.00022836246734,1.0,TpC-ord-A3-pp-N-T10d.wav
"(469, 0.6107159833058529)","(703, 0.3302298691148026)",234.00016810348717,1.0,TpC-ord-A3-pp-N-T10d.wav
"(469, 0.6107159833058529)","(822, 0.31447981868863817)",353.0001243000705,1.0,TpC-ord-A3-pp-N-T10d.wav
"(469, 0.6107159833058529)","(580, 0.26549077684684835)",111.00053684754491,1.0,TpC-ord-A3-pp-N-T10d.wav
"(469, 0.6107159833058529)","(311, 0.17548749008946932)",158.00059944139866,1.0,TpC-ord-A3-pp-N-T10d.wav
"(469, 0.6107159833058529)","(938, 0.1324337967321597)",469.00024387397707,1.0,TpC-ord-A3-pp-N-T10d.wav
"(469, 0.6107159833058529)","(118, 0.13139530773305572)",351.00032727664234,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.5203241093439086)","(352, 0.37955182192800535)",118.00008396961802,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.5203241093439086)","(703, 0.3302298691148026)",469.00003852432695,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.5203241093439086)","(822, 0.31447981868863817)",588.0000360305023,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.5203241093439086)","(580, 0.26549077684684835)",346.0000938439574,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.5203241093439086)","(311, 0.17548749008946932)",77.00077215388154,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.5203241093439086)","(938, 0.1324337967321597)",704.0001068600022,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.5203241093439086)","(118, 0.13139530773305572)",116.00065200511901,1.0,TpC-ord-A3-pp-N-T10d.wav
"(352, 0.37955182192800535)","(703, 0.3302298691148026)",351.00000346532056,1.0,TpC-ord-A3-pp-N-T10d.wav
"(352, 0.37955182192800535)","(822, 0.31447981868863817)",470.0000045046442,1.0,TpC-ord-A3-pp-N-T10d.wav
"(352, 0.37955182192800535)","(580, 0.26549077684684835)",228.00002853052894,1.0,TpC-ord-A3-pp-N-T10d.wav
"(352, 0.37955182192800535)","(311, 0.17548749008946932)",41.00050782919071,1.0,TpC-ord-A3-pp-N-T10d.wav
"(352, 0.37955182192800535)","(938, 0.1324337967321597)",586.0000521052182,1.0,TpC-ord-A3-pp-N-T10d.wav
"(352, 0.37955182192800535)","(118, 0.13139530773305572)",234.00013158469704,1.0,TpC-ord-A3-pp-N-T10d.wav
"(703, 0.3302298691148026)","(822, 0.31447981868863817)",119.00000104228609,1.0,TpC-ord-A3-pp-N-T10d.wav
"(703, 0.3302298691148026)","(580, 0.26549077684684835)",123.00001703719423,1.0,TpC-ord-A3-pp-N-T10d.wav
"(703, 0.3302298691148026)","(311, 0.17548749008946932)",392.00003054235066,1.0,TpC-ord-A3-pp-N-T10d.wav
"(703, 0.3302298691148026)","(938, 0.1324337967321597)",235.00008324101984,1.0,TpC-ord-A3-pp-N-T10d.wav
"(703, 0.3302298691148026)","(118, 0.13139530773305572)",585.0000337907536,1.0,TpC-ord-A3-pp-N-T10d.wav
"(822, 0.31447981868863817)","(580, 0.26549077684684835)",242.0000049585252,1.0,TpC-ord-A3-pp-N-T10d.wav
"(822, 0.31447981868863817)","(311, 0.17548749008946932)",511.00001890300103,1.0,TpC-ord-A3-pp-N-T10d.wav
"(822, 0.31447981868863817)","(938, 0.1324337967321597)",116.0001428479901,1.0,TpC-ord-A3-pp-N-T10d.wav
"(822, 0.31447981868863817)","(118, 0.13139530773305572)",704.0000238067739,1.0,TpC-ord-A3-pp-N-T10d.wav
"(580, 0.26549077684684835)","(311, 0.17548749008946932)",269.00001505686134,1.0,TpC-ord-A3-pp-N-T10d.wav
"(580, 0.26549077684684835)","(938, 0.1324337967321597)",358.0000247264795,1.0,TpC-ord-A3-pp-N-T10d.wav
"(580, 0.26549077684684835)","(118, 0.13139530773305572)",462.0000194606001,1.0,TpC-ord-A3-pp-N-T10d.wav
"(311, 0.17548749008946932)","(938, 0.1324337967321597)",627.0000014781663,1.0,TpC-ord-A3-pp-N-T10d.wav
"(311, 0.17548749008946932)","(118, 0.13139530773305572)",193.00000503658165,1.0,TpC-ord-A3-pp-N-T10d.wav
"(938, 0.1324337967321597)","(118, 0.13139530773305572)",820.0000000006576,1.0,TpC-ord-A3-pp-N-T10d.wav
"(235, 1.0)","(353, 0.7174432650292285)",118.00033829743234,1.0,TpC-ord-A3-pp-N-T10d.wav
"(235, 1.0)","(471, 0.3614829639950311)",236.00086377809143,1.0,TpC-ord-A3-pp-N-T10d.wav
"(235, 1.0)","(117, 0.31110708725025626)",118.00201088729479,1.0,TpC-ord-A3-pp-N-T10d.wav
"(235, 1.0)","(940, 0.2351006337882227)",705.0004149438782,1.0,TpC-ord-A3-pp-N-T10d.wav
"(235, 1.0)","(589, 0.1321521431302366)",354.0010637835749,1.0,TpC-ord-A3-pp-N-T10d.wav
"(235, 1.0)","(587, 0.12428336879903173)",352.0010893159539,1.0,TpC-ord-A3-pp-N-T10d.wav
"(235, 1.0)","(821, 0.09944101760110638)",586.0006919846433,1.0,TpC-ord-A3-pp-N-T10d.wav
"(235, 1.0)","(237, 0.08898573444370769)",2.197714037823636,1.0,TpC-ord-A3-pp-N-T10d.wav
"(235, 1.0)","(700, 0.05182093140265035)",465.0009667124856,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.7174432650292285)","(471, 0.3614829639950311)",118.00053689596464,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.7174432650292285)","(117, 0.31110708725025626)",236.0003498071335,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.7174432650292285)","(940, 0.2351006337882227)",587.0001981723805,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.7174432650292285)","(589, 0.1321521431302366)",236.00072577366657,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.7174432650292285)","(587, 0.12428336879903173)",234.0007517908062,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.7174432650292285)","(821, 0.09944101760110638)",468.00040804125143,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.7174432650292285)","(237, 0.08898573444370769)",116.00170239642067,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.7174432650292285)","(700, 0.05182093140265035)",347.000638404443,1.0,TpC-ord-A3-pp-N-T10d.wav
"(471, 0.3614829639950311)","(117, 0.31110708725025626)",354.0000035843629,1.0,TpC-ord-A3-pp-N-T10d.wav
"(471, 0.3614829639950311)","(940, 0.2351006337882227)",469.00001702824426,1.0,TpC-ord-A3-pp-N-T10d.wav
"(471, 0.3614829639950311)","(589, 0.1321521431302366)",118.00022284989718,1.0,TpC-ord-A3-pp-N-T10d.wav
"(471, 0.3614829639950311)","(587, 0.12428336879903173)",116.00024251547046,1.0,TpC-ord-A3-pp-N-T10d.wav
"(471, 0.3614829639950311)","(821, 0.09944101760110638)",350.0000980942458,1.0,TpC-ord-A3-pp-N-T10d.wav
"(471, 0.3614829639950311)","(237, 0.08898573444370769)",234.0001586639208,1.0,TpC-ord-A3-pp-N-T10d.wav
"(471, 0.3614829639950311)","(700, 0.05182093140265035)",229.0002093679707,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.31110708725025626)","(940, 0.2351006337882227)",823.000003509709,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.31110708725025626)","(589, 0.1321521431302366)",472.00003392465135,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.31110708725025626)","(587, 0.12428336879903173)",470.0000371309579,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.31110708725025626)","(821, 0.09944101760110638)",704.0000318199744,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.31110708725025626)","(237, 0.08898573444370769)",120.00020557438796,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.31110708725025626)","(700, 0.05182093140265035)",583.000057658068,1.0,TpC-ord-A3-pp-N-T10d.wav
"(940, 0.2351006337882227)","(589, 0.1321521431302366)",351.0000150974238,1.0,TpC-ord-A3-pp-N-T10d.wav
"(940, 0.2351006337882227)","(587, 0.12428336879903173)",353.00001739442763,1.0,TpC-ord-A3-pp-N-T10d.wav
"(940, 0.2351006337882227)","(821, 0.09944101760110638)",119.00007732573732,1.0,TpC-ord-A3-pp-N-T10d.wav
"(940, 0.2351006337882227)","(237, 0.08898573444370769)",703.0000151846114,1.0,TpC-ord-A3-pp-N-T10d.wav
"(940, 0.2351006337882227)","(700, 0.05182093140265035)",240.00006998217586,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.1321521431302366)","(587, 0.12428336879903173)",2.0000154793424665,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.1321521431302366)","(821, 0.09944101760110638)",232.00000230607267,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.1321521431302366)","(237, 0.08898573444370769)",352.0000026467881,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.1321521431302366)","(700, 0.05182093140265035)",111.00002906803033,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 0.12428336879903173)","(821, 0.09944101760110638)",234.00000131868035,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 0.12428336879903173)","(237, 0.08898573444370769)",350.00000177989,1.0,TpC-ord-A3-pp-N-T10d.wav
"(587, 0.12428336879903173)","(700, 0.05182093140265035)",113.00002323364731,1.0,TpC-ord-A3-pp-N-T10d.wav
"(821, 0.09944101760110638)","(237, 0.08898573444370769)",584.0000000935898,1.0,TpC-ord-A3-pp-N-T10d.wav
"(821, 0.09944101760110638)","(700, 0.05182093140265035)",121.00000937054762,1.0,TpC-ord-A3-pp-N-T10d.wav
"(237, 0.08898573444370769)","(700, 0.05182093140265035)",463.0000014916011,1.0,TpC-ord-A3-pp-N-T10d.wav
"(586, 1.0)","(705, 0.7480982873044603)",119.00026661513351,1.0,TpC-ord-A3-pp-N-T10d.wav
"(586, 1.0)","(286, 0.6864473685274813)",300.00016385870975,1.0,TpC-ord-A3-pp-N-T10d.wav
"(586, 1.0)","(589, 0.4396817552820568)",3.051877542655307,1.0,TpC-ord-A3-pp-N-T10d.wav
"(586, 1.0)","(234, 0.42216924051755184)",352.0004742729569,1.0,TpC-ord-A3-pp-N-T10d.wav
"(586, 1.0)","(117, 0.2159761667109229)",469.0006553229656,1.0,TpC-ord-A3-pp-N-T10d.wav
"(586, 1.0)","(353, 0.15709909610581588)",233.00152463435467,1.0,TpC-ord-A3-pp-N-T10d.wav
"(586, 1.0)","(940, 0.14171881060157032)",354.00104045977054,1.0,TpC-ord-A3-pp-N-T10d.wav
"(586, 1.0)","(821, 0.12189152014046273)",235.00164057832106,1.0,TpC-ord-A3-pp-N-T10d.wav
"(586, 1.0)","(472, 0.11016850586468134)",114.00347275450846,1.0,TpC-ord-A3-pp-N-T10d.wav
"(705, 0.7480982873044603)","(286, 0.6864473685274813)",419.0000045356035,1.0,TpC-ord-A3-pp-N-T10d.wav
"(705, 0.7480982873044603)","(589, 0.4396817552820568)",116.00041000253933,1.0,TpC-ord-A3-pp-N-T10d.wav
"(705, 0.7480982873044603)","(234, 0.42216924051755184)",471.0001127704149,1.0,TpC-ord-A3-pp-N-T10d.wav
"(705, 0.7480982873044603)","(117, 0.2159761667109229)",588.0002407771201,1.0,TpC-ord-A3-pp-N-T10d.wav
"(705, 0.7480982873044603)","(353, 0.15709909610581588)",352.0004961360765,1.0,TpC-ord-A3-pp-N-T10d.wav
"(705, 0.7480982873044603)","(940, 0.14171881060157032)",235.0007823307611,1.0,TpC-ord-A3-pp-N-T10d.wav
"(705, 0.7480982873044603)","(821, 0.12189152014046273)",116.00169022438959,1.0,TpC-ord-A3-pp-N-T10d.wav
"(705, 0.7480982873044603)","(472, 0.11016850586468134)",233.00087329108027,1.0,TpC-ord-A3-pp-N-T10d.wav
"(286, 0.6864473685274813)","(589, 0.4396817552820568)",303.00010048392375,1.0,TpC-ord-A3-pp-N-T10d.wav
"(286, 0.6864473685274813)","(234, 0.42216924051755184)",52.00067156228797,1.0,TpC-ord-A3-pp-N-T10d.wav
"(286, 0.6864473685274813)","(117, 0.2159761667109229)",169.0006548601269,1.0,TpC-ord-A3-pp-N-T10d.wav
"(286, 0.6864473685274813)","(353, 0.15709909610581588)",67.00209108373795,1.0,TpC-ord-A3-pp-N-T10d.wav
"(286, 0.6864473685274813)","(940, 0.14171881060157032)",654.0002268571486,1.0,TpC-ord-A3-pp-N-T10d.wav
"(286, 0.6864473685274813)","(821, 0.12189152014046273)",535.0002978721657,1.0,TpC-ord-A3-pp-N-T10d.wav
"(286, 0.6864473685274813)","(472, 0.11016850586468134)",186.0008927326091,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.4396817552820568)","(234, 0.42216924051755184)",355.0000004319552,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.4396817552820568)","(117, 0.2159761667109229)",472.00005301291054,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.4396817552820568)","(353, 0.15709909610581588)",236.0001691799378,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.4396817552820568)","(940, 0.14171881060157032)",351.0001264699436,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.4396817552820568)","(821, 0.12189152014046273)",232.0002176521254,1.0,TpC-ord-A3-pp-N-T10d.wav
"(589, 0.4396817552820568)","(472, 0.11016850586468134)",117.00046401182152,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.42216924051755184)","(117, 0.2159761667109229)",117.00018169038749,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.42216924051755184)","(353, 0.15709909610581588)",119.00029521888364,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.42216924051755184)","(940, 0.14171881060157032)",706.0000557028616,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.42216924051755184)","(821, 0.12189152014046273)",587.0000768029842,1.0,TpC-ord-A3-pp-N-T10d.wav
"(234, 0.42216924051755184)","(472, 0.11016850586468134)",238.00020450507688,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.2159761667109229)","(353, 0.15709909610581588)",236.00000734429955,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.2159761667109229)","(940, 0.14171881060157032)",823.0000033500334,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.2159761667109229)","(821, 0.12189152014046273)",704.0000062868755,1.0,TpC-ord-A3-pp-N-T10d.wav
"(117, 0.2159761667109229)","(472, 0.11016850586468134)",355.000015767973,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.15709909610581588)","(940, 0.14171881060157032)",587.0000002014933,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.15709909610581588)","(821, 0.12189152014046273)",468.0000013243306,1.0,TpC-ord-A3-pp-N-T10d.wav
"(353, 0.15709909610581588)","(472, 0.11016850586468134)",119.00000925411855,1.0,TpC-ord-A3-pp-N-T10d.wav
"(940, 0.14171881060157032)","(821, 0.12189152014046273)",119.00000165177077,1.0,TpC-ord-A3-pp-N-T10d.wav
"(940, 0.14171881060157032)","(472, 0.11016850586468134)",468.0000010634848,1.0,TpC-ord-A3-pp-N-T10d.wav
"(821, 0.12189152014046273)","(472, 0.11016850586468134)",349.00000019688974,1.0,TpC-ord-A3-pp-N-T10d.wav
