peak_1,peak_2,Magnitude difference,instrument,note_played
"(39, 0.21020040140543678)","(546, 0.1929007874322021)",507.0000002951446,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(39, 0.21020040140543678)","(429, 0.14588237023903172)",390.0000053036014,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(39, 0.21020040140543678)","(194, 0.11577377303653315)",155.00002876253973,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(39, 0.21020040140543678)","(624, 0.10506349323915119)",585.0000094476661,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(39, 0.21020040140543678)","(256, 0.07570840024973557)",217.00004167764203,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(546, 0.1929007874322021)","(429, 0.14588237023903172)",117.00000944757036,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(546, 0.1929007874322021)","(194, 0.11577377303653315)",352.0000084496822,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(546, 0.1929007874322021)","(624, 0.10506349323915119)",78.00004945761414,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(546, 0.1929007874322021)","(256, 0.07570840024973557)",290.0000236794053,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(429, 0.14588237023903172)","(194, 0.11577377303653315)",235.00000192878218,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(429, 0.14588237023903172)","(624, 0.10506349323915119)",195.0000042722582,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(429, 0.14588237023903172)","(256, 0.07570840024973557)",173.00001423232908,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(194, 0.11577377303653315)","(624, 0.10506349323915119)",430.0000001333838,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(194, 0.11577377303653315)","(256, 0.07570840024973557)",62.00001294543491,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(624, 0.10506349323915119)","(256, 0.07570840024973557)",368.00000117081726,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(313, 1.0)","(117, 0.9692187554197489)",196.0000024170536,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(313, 1.0)","(156, 0.6810362097977993)",157.0003240057149,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(313, 1.0)","(236, 0.6398490243772051)",77.00084225984313,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(313, 1.0)","(195, 0.5438458761889488)",118.00088167714964,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(313, 1.0)","(275, 0.43646754165851065)",38.00417830754409,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(313, 1.0)","(198, 0.23659076178534522)",115.00253385758504,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(313, 1.0)","(352, 0.18046902972307302)",39.00860970364418,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(313, 1.0)","(585, 0.17988389994382217)",272.0012363766341,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(313, 1.0)","(506, 0.16323732113653064)",193.0018139080064,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.9692187554197489)","(156, 0.6810362097977993)",39.001064718538146,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.9692187554197489)","(236, 0.6398490243772051)",119.00045581601663,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.9692187554197489)","(195, 0.5438458761889488)",78.00115987654533,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.9692187554197489)","(275, 0.43646754165851065)",158.00089817420584,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.9692187554197489)","(198, 0.23659076178534522)",81.00331316543205,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.9692187554197489)","(352, 0.18046902972307302)",235.0013236688887,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.9692187554197489)","(585, 0.17988389994382217)",468.0006656507169,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.9692187554197489)","(506, 0.16323732113653064)",389.0008349683486,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(156, 0.6810362097977993)","(236, 0.6398490243772051)",80.00001060240082,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(156, 0.6810362097977993)","(195, 0.5438458761889488)",39.000241296530916,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(156, 0.6810362097977993)","(275, 0.43646754165851065)",119.0002513183625,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(156, 0.6810362097977993)","(198, 0.23659076178534522)",42.00235150269874,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(156, 0.6810362097977993)","(352, 0.18046902972307302)",196.00063920176834,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(156, 0.6810362097977993)","(585, 0.17988389994382217)",429.00029271975757,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(156, 0.6810362097977993)","(506, 0.16323732113653064)",350.00038302220344,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 0.6398490243772051)","(195, 0.5438458761889488)",41.00011239746133,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 0.6398490243772051)","(275, 0.43646754165851065)",39.000530304439614,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 0.6398490243772051)","(198, 0.23659076178534522)",38.002139640109064,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 0.6398490243772051)","(352, 0.18046902972307302)",116.00090960841422,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 0.6398490243772051)","(585, 0.17988389994382217)",349.0003031057648,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 0.6398490243772051)","(506, 0.16323732113653064)",270.0004206639606,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(195, 0.5438458761889488)","(275, 0.43646754165851065)",80.00007206313458,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(195, 0.5438458761889488)","(198, 0.23659076178534522)",3.0156932379350474,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(195, 0.5438458761889488)","(352, 0.18046902972307302)",157.00042051769336,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(195, 0.5438458761889488)","(585, 0.17988389994382217)",390.00016983114267,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(195, 0.5438458761889488)","(506, 0.16323732113653064)",311.00023289842113,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(275, 0.43646754165851065)","(198, 0.23659076178534522)",77.00025941986905,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(275, 0.43646754165851065)","(352, 0.18046902972307302)",77.0004255523183,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(275, 0.43646754165851065)","(585, 0.17988389994382217)",310.00010618573214,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(275, 0.43646754165851065)","(506, 0.16323732113653064)",231.0001615903188,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(198, 0.23659076178534522)","(352, 0.18046902972307302)",154.00001022613216,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(198, 0.23659076178534522)","(585, 0.17988389994382217)",387.00000415461,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(198, 0.23659076178534522)","(506, 0.16323732113653064)",308.00000873494673,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(352, 0.18046902972307302)","(585, 0.17988389994382217)",233.00000000073473,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(352, 0.18046902972307302)","(506, 0.16323732113653064)",154.0000009640642,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(585, 0.17988389994382217)","(506, 0.16323732113653064)",79.00000175385179,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 1.0)","(314, 0.7324497915823569)",196.0001826098997,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 1.0)","(78, 0.3659571120807211)",40.005024814187045,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 1.0)","(273, 0.3611402419643891)",155.0013165808292,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 1.0)","(235, 0.2903024312657717)",117.00215241882975,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 1.0)","(431, 0.22935580301169584)",313.0009487085915,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 1.0)","(471, 0.18573306774477286)",353.0009391356303,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 1.0)","(97, 0.17438550164755814)",21.01622324062746,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 1.0)","(231, 0.16772168729077624)",113.00306494599961,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 1.0)","(193, 0.12931984890619747)",75.00505372256931,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(314, 0.7324497915823569)","(78, 0.3659571120807211)",236.0002845694982,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(314, 0.7324497915823569)","(273, 0.3611402419643891)",41.0016813165221,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(314, 0.7324497915823569)","(235, 0.2903024312657717)",79.0012372959325,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(314, 0.7324497915823569)","(431, 0.22935580301169584)",117.00108163415129,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(314, 0.7324497915823569)","(471, 0.18573306774477286)",157.00095190531846,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(314, 0.7324497915823569)","(97, 0.17438550164755814)",217.00071759271142,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(314, 0.7324497915823569)","(231, 0.16772168729077624)",83.0019211695234,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(314, 0.7324497915823569)","(193, 0.12931984890619747)",121.00150315482759,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.3659571120807211)","(273, 0.3611402419643891)",195.00000005949292,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.3659571120807211)","(235, 0.2903024312657717)",157.0000182281223,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.3659571120807211)","(431, 0.22935580301169584)",353.00002643047725,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.3659571120807211)","(471, 0.18573306774477286)",393.0000413240515,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.3659571120807211)","(97, 0.17438550164755814)",19.0009657565589,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.3659571120807211)","(231, 0.16772168729077624)",153.00012842244166,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.3659571120807211)","(193, 0.12931984890619747)",115.00024346580454,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(273, 0.3611402419643891)","(235, 0.2903024312657717)",38.000066026198226,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(273, 0.3611402419643891)","(431, 0.22935580301169584)",158.000054959289,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(273, 0.3611402419643891)","(471, 0.18573306774477286)",198.00007769613822,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(273, 0.3611402419643891)","(97, 0.17438550164755814)",176.00009908330458,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(273, 0.3611402419643891)","(231, 0.16772168729077624)",42.000445363558846,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(273, 0.3611402419643891)","(193, 0.12931984890619747)",80.00033587863639,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(235, 0.2903024312657717)","(431, 0.22935580301169584)",196.00000947574338,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(235, 0.2903024312657717)","(471, 0.18573306774477286)",236.00002316684586,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(235, 0.2903024312657717)","(97, 0.17438550164755814)",138.0000486838123,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(235, 0.2903024312657717)","(231, 0.16772168729077624)",4.0018778140759705,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(235, 0.2903024312657717)","(193, 0.12931984890619747)",42.00030851543621,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(431, 0.22935580301169584)","(471, 0.18573306774477286)",40.00002378678083,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(431, 0.22935580301169584)","(97, 0.17438550164755814)",334.0000045235539,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(431, 0.22935580301169584)","(231, 0.16772168729077624)",200.00000949691034,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(431, 0.22935580301169584)","(193, 0.12931984890619747)",238.00002102351192,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(471, 0.18573306774477286)","(97, 0.17438550164755814)",374.0000001721487,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(471, 0.18573306774477286)","(231, 0.16772168729077624)",240.0000006758538,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(471, 0.18573306774477286)","(193, 0.12931984890619747)",278.0000057238331,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(97, 0.17438550164755814)","(231, 0.16772168729077624)",134.0000001656956,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(97, 0.17438550164755814)","(193, 0.12931984890619747)",96.00001057767159,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(231, 0.16772168729077624)","(193, 0.12931984890619747)",38.00001940395809,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(274, 1.0)","(157, 0.6311205561100955)",117.000581503017,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(274, 1.0)","(78, 0.5600468312969422)",196.00049377180315,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(274, 1.0)","(354, 0.442886891094433)",80.00193982033257,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(274, 1.0)","(118, 0.35310147511086387)",156.00134126891828,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(274, 1.0)","(433, 0.21775918540537026)",159.00192420436935,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(274, 1.0)","(39, 0.18885054870111387)",235.00139991802675,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(274, 1.0)","(472, 0.1819676644777468)",198.00168983345057,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(274, 1.0)","(195, 0.17068695884430826)",79.0043527922369,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(274, 1.0)","(115, 0.16992710151400017)",159.00216671799413,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(157, 0.6311205561100955)","(78, 0.5600468312969422)",79.00003197135024,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(157, 0.6311205561100955)","(354, 0.442886891094433)",197.00008992869175,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(157, 0.6311205561100955)","(118, 0.35310147511086387)",39.0009909439414,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(157, 0.6311205561100955)","(433, 0.21775918540537026)",276.0003095426213,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(157, 0.6311205561100955)","(39, 0.18885054870111387)",118.00082882234113,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(157, 0.6311205561100955)","(472, 0.1819676644777468)",315.0003202193929,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(157, 0.6311205561100955)","(195, 0.17068695884430826)",38.00278935943375,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(157, 0.6311205561100955)","(115, 0.16992710151400017)",42.002532059419494,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.5600468312969422)","(354, 0.442886891094433)",276.000024866759,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.5600468312969422)","(118, 0.35310147511086387)",40.00053532617341,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.5600468312969422)","(433, 0.21775918540537026)",355.0001650152187,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.5600468312969422)","(39, 0.18885054870111387)",39.00176645589547,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.5600468312969422)","(472, 0.1819676644777468)",394.00018140079123,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.5600468312969422)","(195, 0.17068695884430826)",117.00064786619892,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(78, 0.5600468312969422)","(115, 0.16992710151400017)",37.00205661045837,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(354, 0.442886891094433)","(118, 0.35310147511086387)",236.000017079281,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(354, 0.442886891094433)","(433, 0.21775918540537026)",79.00032077456312,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(354, 0.442886891094433)","(39, 0.18885054870111387)",315.0001024356393,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(354, 0.442886891094433)","(472, 0.1819676644777468)",118.00028846932035,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(354, 0.442886891094433)","(195, 0.17068695884430826)",159.0002329960655,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(354, 0.442886891094433)","(115, 0.16992710151400017)",239.00015587243186,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 0.35310147511086387)","(433, 0.21775918540537026)",315.00002907545166,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 0.35310147511086387)","(39, 0.18885054870111387)",79.00017074897261,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 0.35310147511086387)","(472, 0.1819676644777468)",354.0000413655077,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 0.35310147511086387)","(195, 0.17068695884430826)",77.00021607148739,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(118, 0.35310147511086387)","(115, 0.16992710151400017)",3.0055869395415273,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(433, 0.21775918540537026)","(39, 0.18885054870111387)",394.0000010605448,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(433, 0.21775918540537026)","(472, 0.1819676644777468)",39.00001642349616,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(433, 0.21775918540537026)","(195, 0.17068695884430826)",238.00000465503044,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(433, 0.21775918540537026)","(115, 0.16992710151400017)",318.00000359734,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(39, 0.18885054870111387)","(472, 0.1819676644777468)",433.0000000547045,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(39, 0.18885054870111387)","(195, 0.17068695884430826)",156.00000105742308,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(39, 0.18885054870111387)","(115, 0.16992710151400017)",76.0000023559003,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(472, 0.1819676644777468)","(195, 0.17068695884430826)",277.00000022970096,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(472, 0.1819676644777468)","(115, 0.16992710151400017)",357.00000020304645,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(195, 0.17068695884430826)","(115, 0.16992710151400017)",80.00000000360865,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 1.0)","(117, 0.6297975328050411)",119.00057583838289,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 1.0)","(510, 0.6206954141123113)",274.0002625399634,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 1.0)","(155, 0.5676223244469001)",81.00115400692954,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 1.0)","(197, 0.5044294776381241)",39.00314846448468,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 1.0)","(180, 0.4976487522155078)",56.0022531401742,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 1.0)","(312, 0.40319143475079317)",76.00234325639937,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 1.0)","(354, 0.30133785395883944)",118.00206832422181,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 1.0)","(315, 0.24826922165446869)",79.00357649602398,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(236, 1.0)","(40, 0.15338172859861762)",196.00182846723004,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.6297975328050411)","(510, 0.6206954141123113)",393.0000001054053,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.6297975328050411)","(155, 0.5676223244469001)",38.00005086518352,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.6297975328050411)","(197, 0.5044294776381241)",80.00009823212254,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.6297975328050411)","(180, 0.4976487522155078)",63.00013859746827,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.6297975328050411)","(312, 0.40319143475079317)",195.00013166745214,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.6297975328050411)","(354, 0.30133785395883944)",237.00022760698064,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.6297975328050411)","(315, 0.24826922165446869)",198.00036758514418,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(117, 0.6297975328050411)","(40, 0.15338172859861762)",77.00147383017092,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(510, 0.6206954141123113)","(155, 0.5676223244469001)",355.0000039672575,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(510, 0.6206954141123113)","(197, 0.5044294776381241)",313.0000215938778,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(510, 0.6206954141123113)","(180, 0.4976487522155078)",330.00002294012194,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(510, 0.6206954141123113)","(312, 0.40319143475079317)",198.00011946456254,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(510, 0.6206954141123113)","(354, 0.30133785395883944)",156.00032688828324,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(510, 0.6206954141123113)","(315, 0.24826922165446869)",195.00035564395472,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(510, 0.6206954141123113)","(40, 0.15338172859861762)",470.000232321305,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(155, 0.5676223244469001)","(197, 0.5044294776381241)",42.000047539686044,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(155, 0.5676223244469001)","(180, 0.4976487522155078)",25.000097925824427,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(155, 0.5676223244469001)","(312, 0.40319143475079317)",157.00008610671998,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(155, 0.5676223244469001)","(354, 0.30133785395883944)",199.00017815926503,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(155, 0.5676223244469001)","(315, 0.24826922165446869)",160.0003187071959,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(155, 0.5676223244469001)","(40, 0.15338172859861762)",115.00074606397669,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(197, 0.5044294776381241)","(180, 0.4976487522155078)",17.00000135230104,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(197, 0.5044294776381241)","(312, 0.40319143475079317)",115.00004456147539,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(197, 0.5044294776381241)","(354, 0.30133785395883944)",157.00013135729412,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(197, 0.5044294776381241)","(315, 0.24826922165446869)",118.0002780423705,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(197, 0.5044294776381241)","(40, 0.15338172859861762)",157.00039246614037,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(180, 0.4976487522155078)","(312, 0.40319143475079317)",132.0000337961503,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(180, 0.4976487522155078)","(354, 0.30133785395883944)",174.00011074125433,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(180, 0.4976487522155078)","(315, 0.24826922165446869)",135.00023033369337,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(180, 0.4976487522155078)","(40, 0.15338172859861762)",140.00042328430138,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(312, 0.40319143475079317)","(354, 0.30133785395883944)",42.000123501626994,0.0,Tbn-ord-C2-pp-N-T23d.wav
"(312, 0.40319143475079317)","(315, 0.24826922165446869)",3.00399748537023,0.0,Tbn-ord-C2-pp-N-T23d.wav
